file,speaker,text
0df398f827,f0c93,सन्देश पठाइन्थ्यो
0c25fd4519,90913,सन्धि गरेर शब्द
027bc8321a,3b08b,सन्धिमा हस्ताक्षर गर्न
0419616551,e71d4,सन्धिमा हस्ताक्षर गर्न
0ab6d68ca2,ef6a0,सन्धिमा हस्ताक्षर गर्न
03688ee936,4714f,सन् मा उनलाई
0d0341f356,3df82,सपेराहरूले यसलाई सर्पको
0d9990c4e7,e455a,सपेराहरूले यसलाई सर्पको
08fd478c28,d62a4,सप्तर्षि आदिमा वर्ष
0ef0b32da6,f45e2,सफल दाम्पत्य जीवनका
0f2170a731,1f790,सफल बने
0c67e7355c,5df8e,सफल रह्यो
0704728a1d,61821,सफल हुन सकेन
05fc2b2469,b9139,सफा माटो देखिन्छ
0896b6ebf2,d8cef,सफा मौसममा यहाँबाट
06fbe00f3f,5f67a,सबको डटेर
0da9984c2a,53027,सबभन्दा पिछडिएको जिल्लाहरू
04e8e49c1c,ee687,सबभन्दा प्रवल
058703d274,5d09c,सबभन्दा बढी नेपाली
00a7a2549a,aacd5,सबभन्दा बलशाली
0eedb3dd94,7f577,सबैकुरा सिकाउँथे
09ce75f58e,a5514,सबैको मन लोभ्याउन
065b8c54e7,439c2,सबैखाले अभिनय गर्नुभयो
0204d6ad36,fd362,सबै खाले कार्यका
07cccb51c4,da0cf,सबै जनताले मिलेर
066a5c902f,fc4f4,सबै त्रिकोणहरूमा विस्तारित गरेका थिए
0340c66edc,62e53,सबै धामको पुण्य
06fc079c2b,93f47,सबै धारहरूलाई एकीकृत
0d8f219b76,6d3c6,सबै नयाँ क्षेत्र थिए
04efaef4d0,41295,सबै नेपाली जनता
0d1b0060a1,07179,सबै प्रकारकका हिंसाबाट
0601fe6ef6,ccdde,सबै प्रकारका आवश्यक
08e1ebb50c,b0bba,सबै प्रकारका सानातिना
06ab128f2b,0f29b,सबै प्रमुख राजनीतिक दलहरू
00d2238242,15b60,सबै प्रयोगकर्ताको आपसी
083abff9ea,89bd3,सबै प्रयोगकर्ताहरू स्वयम्‌सेवक
033c77f472,61821,सबै प्रसिद्ध भए
040448f5fd,b7116,सबैभन्दा उत्कृष्ट
0631728b93,d0756,सबैभन्दा उपयुक्त
0a7b7711dd,1f680,सबैभन्दा पहिले
05dc15b8c9,b33c6,सबैभन्दा पुरानो सरदार
0a5ea6e65a,88901,सबैभन्दा लोकप्रिय नेता
007169b909,4170b,सबैभन्दा विषालु माछा
05b7ec925d,95635,सबैभन्दा सुन्दर र पवित्र
072e5dc757,2f34a,सबै भाग औषधिको
0488154e48,648ee,सबै भाषाहरूका
050f9cf162,f7175,सबै महात्मा वा
0f6e4bceae,58eba,सबै मिलेर नेपाली
0576e81e1f,5b02a,सबै मुसलमान
072bfda3cb,b3c22,सबैलाई किराँती समुदायभित्र
0a5ad7b85e,c46b5,सबैले एकमतले स्वीकारेको
01b0bab6ff,0e059,सबैले मन पराउने
0c5b56268e,90913,सबै वा केही कार्यहरूलाई
09257b2e01,12f3b,सबै व्यक्तिहरूलाई यो रोग होस्
00045ee2e0,57449,सबै सरकारी कार्यालयले
0da7531aa1,c69a8,सबै साधुलाई भोजनका
028feb72a2,89bd3,सभ्यताहरूमा देखिएको
07da3eda48,1d9ac,सभ्यताहरूमा देखिएको
0b9f400505,646f2,सभ्यताहरूमा देखिएको
054c40a9d4,0bb95,समकालीन नेपाली शब्दकोशको
09f5b5dd08,65bbb,समग्रमा इस्मा राज्य
0797f0c0a3,2e769,समतामुलक समाज
03bba585bd,750b9,समथर पठार
0b3aee229e,1ad64,समन्वय सफ्टवेयर याला
06f718dce2,d4e86,समय दिइन्थ्यो
08a8b0d292,cbbed,समयदेखि छुटकारा
051e539d25,07a6a,समयदेखि योगदान गर्दै
0b357f2131,7070f,समय नेपाली अङ्कको
0ee8da15ce,f4b4a,समय बिताएका छन्
00ab0e6001,ef6a0,समय बिहान
018d5af151,319a8,समयभन्दा अति क्रूर
0baaffaa24,da6d1,समयमा एकै शाखा
094130b503,0b9e3,समयमा बादल तथा
0a3e760371,3df82,समयमा हुन्छ
0f52085304,2d618,समय यिनको जनसङ्ख्या
0dad865ad7,c0c00,समय र जाँगर
03f0d145f6,2d618,समय लाग्ने छ
08d4ed228a,67933,समयले साथ दिएमा
070ef4019c,43655,समय सधैँ सबैभन्दा
0950a56fbf,0bb95,समर ब्ल्यु च्याम्पेन्ज
057d2cb6c8,1f680,समर्थन गरेका कारण
02719b5aa7,c7f92,समर्थन गर्नु होला
0d328df3f8,44345,समर्थन जनाए
05d290e86e,7c42f,समर्थन नगर्ने
0e775ab0fe,dfb01,समर्थनमा उपवास गरे
09cf74ace2,29c22,समर्थनमा ठाउँमा धर्ना
0d64ab6f47,84446,समर्थनमा लखनउमा वकिलहरूले
0d3af9342e,056c7,समर्थनमा स्थापित गरिदिए
0fd14b481c,ba3bf,समर्थन र सहयोग
0d891369ab,ee687,समस्त उत्तरपूर्वीय राज्यहरूलाई
037ca02cc2,c7f90,समस्त शब्दमा लोकतन्त्र
019b5609d5,07f55,समस्या थियो
09a20b1b16,72951,समस्या देखिन सक्छ
0a1a6c9f6f,2771e,समस्या र त्यही
095b426ead,4dccf,समस्याहरूको समाधान गर्ने
041aa3f749,44345,समाचारको माध्यमलाई
05edb7a374,ba7f5,समाचार सुन्न नपरोस्
0dca2518e4,e8f71,समाचार सुन्न नपरोस्
0f27352ad4,29c22,समाजका नारीहरूका अनेकौँ
053412901b,e0d14,समाजका नेता थिए
068b7f4b0d,e4714,समाजको समुदायको
08efdf11d6,83eb0,समाजको समुदायको
0edb96e248,26ac9,समाजद्वारा समय समयमा
0ea1ba6e7a,53027,समाज पाटीले संविधान
0b1b3e643b,916c6,समाजबाट निस्केको
00794066ec,42be7,समाजमा आधारित लोक
0a32fa8275,4b140,समाजवादी मजदुर पार्टीद्वारा
08dfc5841e,737fb,समाज सुधारक थिए
0e648cf7d5,8389b,समाजिक रूपमा पिछडिएको
0c2fefbea8,8f426,समात्दा मान्छे जस्तै
0a177a2bd2,95eb0,समान ध्रुवहरूमा परस्पर
0f94de0689,f07db,समाप्त भयो भने
09d0f49b40,44345,समाय पाउनु भयो
0cf7af848c,55451,समाय पाउनु भयो
010bc2b8ba,0d4f0,समालोचना सङग्रह
066cca333f,f1193,समावेश खेल हो
00d2626c0d,f4b4a,समितिमा अवस्थित ढोलामण्डलीमाई
087e2a08c4,370bf,समितिमा जानुभयो
0191c4a799,8478c,समितिले सुरक्षा गार्ड
04fd49f17e,2ddbf,समिति स्थापना गरेर
0b73ff4c80,c359d,समुचित ध्यान दिइनेछ
07c86b2d36,2001f,समुज्ज्वल र प्रकाशमय
00d5e69e88,c652e,समुदायको भित्तेपात्रोमा नयाँ
0ccb35e85d,839e7,समुदायबाट भएको मानिन्छ
011ead1b2f,db4bc,समुदायमा चलन
0cafe0d446,8570d,समुदायमा मामाको छोरीसित
0e004bd404,6fcfb,समुदायहरूलाई बराबरीमा
0c7489e94a,ef9b4,समुदायहरूले फरक
041eb9b659,5f67a,समुद्रकुमारी राणाबाट
013f04a8c2,2a5b1,समुद्र नदीहरूमा पाइन्छ
078848f7cc,db4bc,समूहजस्ता संस्थाहरूमा
0039eeac8e,68f0f,समूहमा बाँडिएका हुन्छन्
05070384b9,4b9e4,समूहमा युवती
0992bb02a1,5e6be,समूह र सहकारी पनि यस्तै अनौपचारिक कारोबारका रूप हुन्।
0e81ca92f2,5d09c,समूहलाई विरगो
025ae87eb6,22521,समूह वा खेलाडीले
0059d26a13,bf591,समूहसँग जोडिएको हुन्छ
0d66ffde9c,4b59a,समूहहरूको बीच सङ्घर्ष
0dbc7f9640,4dccf,समूहहरूको बीच सङ्घर्ष
0ac4eafee8,5df8e,समृद्ध भएको छ
0ac1c7d72e,f4763,समेटेको छ
02fc106029,5b437,समेत काम गरे
012907bc69,d0b2b,समेत काम गरेका
01643204b6,cfa65,समेत पछि पर्नु भएन
0f5934e285,f6b2d,समेत पाइन्छ
0a577115de,aae92,समेत प्युठान गौडा
0cdb9e5621,a5793,समेत भइसकेका सुवेदी
08a566cb73,b4e60,समेत मानिन्छ
059e330703,1654e,समेत हुन्छ
02fb5154de,6daf3,सम्झन सक्ने क्षमता
0f32b30edc,09022,सम्झना माओवादी संखुवासभा
03944d3cb6,b365e,सम्झिन निकै सजिलो बनाउँछ
0f6ac20a7e,39e3b,सम्झेर त्यसको रसपान
01aadc14e5,d8cef,सम्झौता गर्न सक्छ
0b2c446e41,7f880,सम्पतिलाई नष्ट गर्न
07dc026580,58eba,सम्पन्न गरिदिने
048e2079f3,5853c,सम्पन्न गर्दछन्
0656848c74,59e9e,सम्पन्न गर्ने
00867c189f,db4bc,सम्पर्क गर्न सकिन्छ
0b77fe80e3,5dae1,सम्पर्क गर्न सकिन्छ
0c71d41262,916c6,सम्पर्क र शरणको
0abf0e750b,28f92,सम्पर्क राखी
0552c0999c,8f426,सम्पर्क राख्नु पर्छ कि
00fd5ba5b7,5935d,सम्पादक लियु भए
091fd83bb5,2f34a,सम्पादन गरे
08b2af8631,6a6d1,सम्पादन गरेर
0b2865fd56,5d09c,सम्पादन गर्दै जानुहोस्
04acf59510,aec56,सम्पादन गर्नु अथवा
00ec8bbb48,ccdde,सम्पादन द्वारा हो
095298930e,1df77,सम्पादनमा असक्षम गरिएको
0016678b02,8b655,सम्पूर्ण अफगानिस्तान
05e9081f10,b365e,सम्प्रेषण गरेका सबै
0a6403c441,88901,सम्बन्ध अमेरिकासँग
09f05a9bd5,ee687,सम्बन्धका बारेमा पनि
083724fdf6,ba807,सम्बन्धका विद्वान मानिन्छन्
0de2b322c5,3050a,सम्बन्धमा निजहरूलाई जानकारी
0a1b388994,57282,सम्बन्ध रहन्छ
01ee21f1a5,6b883,सम्बन्ध राखे
05a5ca9a67,e8f6f,सम्बन्ध राख्दछ
0def5f1f0b,5d09c,सम्बन्धहरूमा व्यक्त हुन्छ
0097aa1096,4b59a,सम्बन्ध हुन्छ
0936ccd3b8,fd59f,सम्बन्धित जनताको
017f351b73,2ee53,सम्बन्धित जनतासँग
0994f8df6d,15b60,सम्बन्धित समाचार थोमस
02f1056d3c,9ef53,सम्बन्धी कुराहरू
0900921041,29944,सम्बोधन गर्दै
0bbb363645,6b883,सम्बोधन सिकाउने प्रथा
0ab14ff056,68f0f,सम्भव छ
09e573e58e,efcb9,सम्भव भएका छन्
017859e1d3,cbbed,सम्भार गर्दछन्
0c0b39b9f1,7fda9,सम्भावना छ
0d24a21ba7,57449,सम्भावित भिडन्तलाई ख्याल
0e6f2a832c,005e1,सम्भ्रान्तहरूका घरमा पठाउने
0b2b14d2cc,c69a8,सम्म चल्यो
0c62b42d55,73b5e,सम्म चल्यो
0a281c4a0d,045d0,सम्म थियो
0493dc4730,c64dc,सम्म पुगेकी डेमी
08def00260,7fda9,सम्म पुग्नमा दुनिया
0b3c932e6c,d4b2f,सम्म बढेर आफ्नो
0f2dc90fa8,4b22c,सम्म र दोस्रो
03ab8d6411,297d5,सम्मान प्रदान गर्न
0a61c1e680,056c7,सम्मानित हुँदै आएको
0dbbed2c94,8aea1,सम्मिलित गर्ने कुराका
08f4bd75cb,07f55,सम्मिलित हुन्छन्
0849f12ba3,95a0e,सम्मेलन महिला
019c6a42b7,3999a,सम्राटको जन्मदिनको दिन
047e025cc0,938ee,सम्सर्गबाट जन्मने सन्तानलाई
05e7ace10d,95358,सम् स्वयम हो
09623cd229,9cd73,सम्हालेपछि बिहार धेरै
042fbc1838,ce4af,सरकारका प्रमुख हुन्छन्
0ed1e4f9d9,83eb0,सरकारका भ्रष्ट मसिनरीका
0cbbb8bb50,1df77,सरकारको केन्द्रीय सचिवालय
06da5745cc,439c2,सरकारको बिरुद्धमा
0db02c9c4b,a3cce,सरकारको माग गर्नका
03144f14b0,53027,सरकारमा पनि
0bbc79e1d3,64b63,सरकारमा हुँदा महिला
048bce137b,ba807,सरकारले आदेश
00340fd7a4,e64b6,सरकारले यो आन्दोलन
01c7e8385a,9c1c2,सरकारहरू स्वायत्त भए
0809276677,90913,सरकारी उद्योगहरूको व्यवस्थापन
02bfa5a736,06372,सरकारी सेवामा लामो
060f4b9653,14abf,सर डगलस निकोलसलाई
0fd44fc373,6323a,सरदर आयु
0caa18e97f,27e93,सरसफाईकै लागि नेपालमै
0674c808ca,1b29c,सरसामानहरू तिनै गोठालाहरूले
03e80cfac0,e64b6,सरस्वती नदीका तटमा
0ac3c382d0,e64b6,सरस्वती नदीको सभ्यता
0ba5a5b1a7,44345,सरह उनीहरूलाई सेनामा
0987194490,41b2c,सर हरिलाल जेकिसुन्दास कानिया भारतको प्रथम प्रधानन्यायाधीश थिए।
03babd559c,b4e60,सरुवा रोगीहरू राखिन्छन्
037dd48fe9,4b9fc,सरोज कुमार ढकालज्यू
0ac19b094d,da6d1,सरोजजी पछिल्लो समयमा
0e827f7786,f5a31,सरोजजी पछिल्लो समयमा
048dfa016a,33d55,सर्किटको प्रयोग गरिन्थ्यो
058c0d8e8f,1d480,सर्च गरेर लिइएका छन्
0cc2d3262d,5d09c,सर्वज्ञ हुँदैन
051c4e3e24,63255,सर्वप्रथम मगर जातिबाट
0b4a8d7feb,a893c,सर्वप्रथम राथले जर्मन
0c0b66fcfd,2a5b1,सर्वाधिक मान्य
0ab32b3f3c,57551,सर्वाधिक समय
0e6b3db5e6,7f7ce,सर्वेक्षण अनुसार जाजरकोटमा
0f21170d0c,e2039,सर्वेक्षणकर्ता जेम्स मेक्ब्रायन
0bd5d0be2a,83732,सर्वोच्च अदालतमा परेका
0e025bae10,f6b2d,सर्वोच्च नागरिक सम्मान
031cbc1abc,6fcfb,सर्वोत्कृष्ट कथा लेखनको
0e2d01896f,145c1,सल्ला सिन्दूर धुपी
05e55a864d,33783,सल्लाहकार समेत हुनुहुन्छ
0f51241177,2483a,सल्लाहको लागि
02b79dbba1,29944,सल्लेधारा तिन्धारे हुँदै
0e00ad34b5,95635,सवारी बिर्सिनसक्नुका छन्
0dfa81219b,6f65d,सशङ्कित थिए
0fb0585935,87f8b,सशस्त्र प्रहरी अस्पताल
04d5e3fcef,555eb,सशस्त्र प्रहरीको ज्ञानेन्द्र
028dcd0a0e,737fb,सशस्त्र र जनपथ प्रहरी
051850e5a5,8efbc,सशस्त्र वन रक्षकहरू
0eb29a5d81,c359d,सशस्त्र वन रक्षकहरूले
0d2eed7f02,6fcfb,सशस्त्र विद्रोही समूहहरूको
061e9b561a,11c8b,सस्तो दाममा प्राप्त
0700b41a96,aec56,सहकारी तथा
01b21568ed,f7150,सहज नै अनुमान
081ed143f5,3999a,सहजै छेक्ने
021d845da7,73b5e,सहदेव र सहदेवी
069e115b40,b1066,सहनिर्माता पनि हुन्
0db5a69ca7,df933,सहभागितामा त्यस्ता क्रियाकलापहरू
01e433e560,294d8,सहभागी गराउन
0fb16f9613,44559,सहभागी भएका थिए
0961365498,f0c93,सहभागी हुनुभएका बस्नेत
097f021c09,261b4,सहभागी हुने
04ec1d5e57,12d45,सहभागी हुने कार्यको
04c9560f0f,2d618,सहमतिको विषयलाई
0a0dbff63e,95a0e,सहयात्री पाएको छ
0e61b37457,3e9ed,सहयोग अवश्य नै गर्नेछ
08efe29ab9,e3a27,सहयोग गरौँ
07580ed0ec,70e10,सहयोग गर्छ
00545b834b,b66ee,सहयोग गर्दै आएको छ
0c0791cbc1,07179,सहयोग गर्न पाउनमा
020327f7bd,07a6a,सहयोग गर्नुहोस्
0e5e866702,efa9c,सहयोग पनि गरे
06b9ba1ce0,df1f2,सहयोग पुर्‍याउने हेतुले
0fb94e56cf,4b9fc,सहयोग रकम
0e4aedd1cd,f7bfe,सहयोगीहरूका साथ पञ्चायत
0c12bc25a1,9f669,सहर आधुनिकता र परम्पराहरूको
0c0c66991e,b4e60,सहर दियो
0153a36a53,0d8ef,सहर पनि भनिन्छ
01d38230b3,4dccf,सहर पनि भनिन्छ
01ad8cc2ad,ef9b4,सहरमा थोरै ट्याक्सी
0c7f8695de,cc4bf,सहर मैले
0ab3824947,bc051,सहर राम्रो तरिकासँग
0fbc48ba8b,84446,सहर हो भने
0529cfbc38,5f02c,सहरी क्षेत्रमा नै
091f76e112,c09aa,सहवर्गीय जातजाति छन्
07a48b4a51,916c6,सहस्र घोडा प्राप्त
09929f0ec3,1ff03,सहायक कलाकारको फिल्मफेयर
0974c06e1a,1f680,सहायक भएका छन्
068454677c,55c0f,सहायक सिद्ध भए
04fe190dab,bc806,सही थियो
0ddd8479a7,28f92,सही थियो
023a004d56,8cefd,साइडबारमा जोड दिनुहोस्
0591e009d3,02e40,साइबेरियामा जन्मिएका
00341efed3,e3a27,साकार पार्ने संवैधानिक
0de05a4d78,bee0c,साक्षत रूप किराँत
0aecf3d17a,8a71e,साखेवा साकेनवा सिमे
0cb6b83c6d,55451,सागपात पानी
0998629658,3df82,सागर अर्याल मैले
08a7a7f4e1,4b9e4,सागर दोआबमा कुबाचाको
0f8ccef6c5,8f426,साङ्गीतिक करियर मिसिगन
054edd181a,f73cc,साङ्पाङ् राई
04097fccbe,a2a69,साझा प्रकाशनले
055e28466a,ea935,साटासाट गरौँ
0beb0ec891,0234b,सात फिल्म बनाए
09d80ab244,c0c00,साथ अर्का गायक
0142152663,2d07d,साथ एक्लै
01443956e7,c536c,साथ काम गरे
0ddad9d261,14abf,साथ खाइन्छ
06d8ca7d42,aeab9,साथ धेरै वाण
099a31c399,cfa65,साथ नेपाल भाषाका
0ed4610458,d62a4,साथ नै उनले
0d965dd7f4,44345,साथ बढी रह्यो
072e03bf32,20ebe,साथमा लागे
027c804541,faf1d,साथसाथै क्रिस्‌ले
0065af229f,ee50f,साथसाथै टेबलटेनिस कुशल
01457294b5,4ce22,साथी ओलिभर ट्याम्बोले
0d79e0fd70,57449,साथी बन्न आग्रह
0f8b1f6a70,62e53,साथी बन्न आग्रह
06b5592bde,1df77,साथीले अचम्म मान्दै
0b6cdd10b2,276bb,साथीहरूसँग समेत सल्लाह
0df9188359,3e9ed,साथै उदाउँदो सूर्यको
04fb62330a,5b437,साथै उनका दुई
06082f58f0,b5ec7,साथै जापानसँग पनि
00dbe6c5c9,7ef78,साथै तपाईँ जस्ता
0a932aa388,2ddbf,साथै धार्मिक एवं
0270643ac3,5f67a,साथै निर्माण पश्चात
072ed3c9b0,07a6a,साथै भारत जापान
043b8037cf,3a78c,साथै मौलिक थर
012b9e618a,68f0f,साथै यस पोखरीमा
03ddec82eb,fad24,साथै विधिवत्
0632007bfb,24945,साथै सरले मेरा
0404ce9bec,e8f71,साथै सामान्य स्नान
0d6036f8f1,75215,साधकहरूको लागि महत्त्वपूर्ण
0460578f82,99942,साधनहरूद्वारा उत्परिवर्तन गराइएका
032407faf1,d31e9,साधनहरूमा पर्याप्त
094f58425f,a3cce,साधन हो
0784a29827,7de40,साधनाको गरेका थिए
058f5b9f8d,39b91,साधारण टेलिफोनमा कुरा
03bfecd7fd,839e7,साना छन् जो
03c9bd6fb9,20ebe,साना शान्त रेड
0590a5fae9,af6bd,सानासाना बच्चाहरूसहित यो
0c7b725bc4,e0d14,सानो क्षेत्रफलमा फैलिएको
004b2a3c8e,f09e5,सानो गाविस हो
03a0973cb7,d2aac,सानो पर्वत श्रेणीहरूले
007b34260d,fe533,सानो भएका र
076c91c92b,4483c,सानो भएका र
0f2737df05,daaab,सापिङ गाविस पर्दछन्
0e1b46a153,f6e28,साप्ताहिक नेपाल
0891c8b296,ce4af,साप्ताहिकमा प्रकाशित स्मरणमा
0093bbbf85,4cc9e,साबरमती नदी गर्मी
087486de3d,b987b,सामग्री थप्ने मेरो
0230df5f1a,4f6f5,सामग्री भन्डारण गर्न
08da989014,970ca,सामना गर्नु पर्‍यो
07157826de,3a78c,सामर्थ्य हुन्छ
0af4e6c08b,c55fb,सामर्थ्य हुन्छ
029af723f5,276bb,सामान पाइन्छ
093e5102ca,a2ab6,सामानहरू बनाएर विश्व
0460b63054,0b9e3,सामानहरू स्थानीय बजारमा
070d4244ba,7f9c6,सामान्य अनि डिलक्स
09d566ba35,aa10c,सामान्य जानकारी निम्नलिखित
01c4cbe61f,5f3b4,सामान्यतया अपुरो भन्नाले
0b125477d6,abc37,सामान्यतया प्रत्येक वर्षको
0b8e4bea53,ca5ed,सामान्य सिद्धान्त अन्तर्गतको
0b63e120e8,af6bd,सामुदायिक वनको क्षेत्रमा
00241abe2f,c652e,सामुन्ने आए
004ddbf50c,cbbed,सामु पुगे
0df1c36dc2,2ddbf,सायदै सुनिन्छ
08aa7fab08,68f0f,सारतत्त्वलाई यसरी पनि
0bac7d1f5d,cb74d,सारथि हुन्छ प्रत्येक
0a791b9f59,90913,सारा भाषाहरूको
035d2711f2,b1c95,सारियो जुन गाउँ
030acc8183,555eb,सारेका छन्
05332e6160,4714f,सारेको पनि विभिन्न
0a9877b848,59e9e,सार्की जातिका दुई
017e85872c,09022,सार्ने ट्याबमा क्लिक
081df9797a,297d5,सार्ने ट्याबमा क्लिक
0e3d8e20e8,c09aa,सार्वजनिक गरिएकै दिन
0dd020f400,4b59a,सार्वजनिक गरिने भन्दै
0d454cd166,5e6be,सार्वजनिक जानकारी
0a5c9ee766,22521,सार्वजनिक टेलिफोन सेवाको
0e530ade51,75215,सार्वजनिक भएको छ
01f27a8472,f7175,सार्वभौम राजाको वध
0f7981ebcb,76d6b,साल काण्ड राजा
0bbb5208a2,14abf,सालको अवधिभित्र भाँडभैलो
01e5324865,90bdd,साल तिर स्थानीय
08525139cf,bdfe3,सालदेखि यस मन्त्रालयको
0dd497bff1,c55fb,सालदेखि यो माध्यमिक
0233ec2eec,49220,सालमा जिल्ला सभा
0a2885bf3d,31a35,सालमा नेपाली सेनाको
0c78d74909,2273c,सासनी वंश इस्लामको
0f1166b371,d4c0f,सासनी वंश इस्लामको
0fe0c21bc7,f9558,सास फेर्न गाह्रो देखिने
0a60b6775c,885af,सासाराम बिहारको एक
03c35a6012,1f917,साहित्यकार शङ्कर कोइरालाले
068a5f9e4d,07179,साहित्य कृष्णप्रसाद पराजुलीद्वारा
0524cab4dc,20ebe,साहित्यको प्रारम्भकालीन
07fed19466,439c2,साहित्यमा तीनवटा र
028de8f87a,693c5,साहित्यमा त्रिपिटकको छ
088341550c,e4596,साहित्यिक रचना भण्डारमा
073558bcf1,4aa5e,सांस्कृतिक धरोहरको
0b74af41eb,7ed61,सांस्कृतिक परिवार पोखराका
0cecb2aef8,3ed65,सांस्कृतिक परिषद्का सचिव
03569c3326,ca5ed,साँगा भञ्ज्याङ उत्तर
08bda1a56b,29944,साँच्चै नै एक्लिए
0a9ae9916b,fc4f4,साँच्चै भन्नुपर्दा
0bd862125c,8b655,साँच्चै ल्यायो
03fecb3a35,59e9e,साँझ पूजापाठ भोजभतेर
0be11b69cf,a1143,सिउरेर राखे
072bb2b78d,7470e,सिउँडीको क्राउन जतिसुकै
04b920b2a7,163a6,सिकाउने र यसमा
00bf6adb87,5a5e7,सिकारको बेला बस्न
066204f25b,2ee53,सिकार खेल्न जान्थे
08de5e9e43,fea0e,सिकार खेल्न जान्थे
09a5fe0edd,fd59f,सिकार सङ्ग्राहक जीवनशैलीको
095fe3ef1c,57449,सिकंदर लोदीले
0279720b41,93014,सिक्किम भारतमा जन्मेकी
0f18960e8d,95635,सिक्किम र भूटानले
0f529228e7,09e5c,सिक्नुपर्ने धेरै
004e660b77,e8b29,सिख परिवारसँग
0a09077a0a,e2039,सिख परिवारसँग
0424c14c4a,163a6,सिङ्गापुरमा लड्दै गरेको
060eb281f0,393a5,सिङ्गापुरमा सुरक्षा बलहरूको
0185db6a70,5bc3b,सिजी आन्ड्रास र
064783b239,ba807,सिजी पछि परेको छ
047b608f28,8478c,सिटी अफ होप
05c97332af,e8f6f,सिडनी ड्र्युको परपोती
0b79306ece,3ed65,सिडनी हार्बर ब्रिजका
0751d85162,3050a,सिड्नी सेल्डनद्वारा लिखित
0f6d488df1,99942,सिताराहरूका धेरै पहलुहरूलाई
0f34f6b37a,62ba7,सिद्ध भइसकेको छ
00541975bc,3999a,सिद्ध भयो तर
08fc7b8f78,261b4,सिद्धान्त स्थापित
0c2292a782,51971,सिद्धार्थ नाम राखियो
0099e5bdb9,be2ee,सिद्धिचरण श्रेष्ठमा
072be53190,41295,सिद्धिचरण श्रेष्ठमा
053179438e,dd9b6,सिद्धि वा असिद्धि
0c1bd98f5d,839e7,सिधे नुन मात्र
02e076fc87,5d09c,सिनाज्या असारेगीत
03fa83934a,43655,सिनेमाका सबै भन्दा
008ef1abf7,95635,सिन्दुरमा चङ्खे र नक्कलीको
01eb5b364d,dbd12,सिन्धुपाल्चोकको चौतारा
0351fb8539,efa9c,सिन्धुपाल्चोक मकवानपुर चितवन
068804627c,ca98b,सिन्धुली जिल्लाको एउटा
0523b4b89a,e349f,सिन्धुली जिल्लामा अवस्थित
09ad80d48e,b222f,सिफारिसमा हामीबाट जेठ
093cc4c6a0,f65eb,सिमाना हुन पुग्यो
03ab4702eb,ceb25,सियो हुन्छ
0e2cc53e2d,d0cd7,सिरैकीमा पनि छन्
0f5151124a,81624,सिर्जना गर्नुभयो
08a5f6f81e,3ff16,सिर्जनाजी धन्यवाद
0ebb90a144,4b140,सिर्जना भएको सहजै
036a6327f0,aeab9,सिलौटो भन्नाले फराकिलो
0873d094ec,6a6d1,सिलौटो भन्नाले फराकिलो
0b1bd6f7bf,f7bfe,सिल्भर स्टेट पनि भनिन्छ
0026c97afc,5f67a,सिविकडेनिअल्सले भने
0ae3f476d3,bee0c,सिविल निर्माणको लागि
05b5a79926,bad17,सिसअप अनुमतिका लागि
08b316504c,f9ab5,सिसअप अनुमतिका लागि
0edf28e22a,62ba7,सिसाकलम थियो
026f01444e,3d3c5,सिस्टमको उपयोग
02eb1d9c1d,f4b4a,सिंहको मन्त्रीमण्डलमा पहिलोपटक
0ecf80b0fc,5f3e5,सी क्यालसियम
0327b5545b,d2aac,सीधा स्वर्ग गए
0e9ed198a5,a7d3c,सीमानाको रूपमा रहेको
057885cc05,4b22c,सीमान्तकृत सन्थाल जाति
0c651bd074,c652e,सीमापारी फ्याँकिदिन्छ
0bacc9a6d9,6b883,सीमाबाट आएका थिए
0acfa32cfc,f9ab5,सीमा हिन्द महासागरद्वारा
09e380ac5f,1b37d,सीमित छ
09c976a15a,f7bfe,सीमित भएर रहेको
020ce991d2,09eb9,सुइँको पाएँ मैले
042a72fb2d,c69a8,सुइँको पाएँ मैले
03753ca6a8,a5793,सुकी अहिले
0aa1764bc8,c0b4e,सुकीलाई सात वर्षको
0c4d2d54e0,c57bb,सुकेका नदीहरूले यहाँका
01496cd0ce,68f0f,सुकेपछि यो साह्रो हुन्छ
00c1f09f03,5c4b9,सुकेर जाँदो रहेछ
0ba3125299,aeab9,सुगन्धवालको सट्टा पनि
039710b0e8,4b9e4,सुझाव दिइएको छ
00b9c7d012,b3c22,सुझाव दिइन्छ
0277103dbb,005e1,सुझाव दिइन्छ
0a966e15cb,a7d3c,सुझाव दिनुहुने छ
075f1a62d9,a2ab6,सुझाव दिँदा झर्किनेलाई
0722695723,d593e,सुत्ने बेला चुस्ने
009c6f4dfd,d0cd7,सुदूर पश्चिममा विवाह
0d9b5f7a1e,f4b4a,सुदूर मध्य पश्चिमाञ्चल
00787822ac,7f7ce,सुदृढ गरिएको
0d67f982c7,c536c,सुधारका लागि गरिएका
056203cc46,4b140,सुधार हुन
03f0f823d9,7c0af,सुधार्नु तथा तिनका
0bee0c845b,2d618,सुधिर शर्मा
0989f81f27,1a5c1,सुनकोसी र रोशीखोलाको
0700709338,41d46,सुन पाइने लक्षण
074f28b866,fd59f,सुनाइएको प्रसङ्ग छ
038f9a0015,555eb,सुनाउँदै छन्
06686cbd6f,46a1c,सुनेपछि त्यस स्त्रीले
